,League,Date,Time,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,HT_Odd_Over15,HT_Odd_Under15,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No
27,ENGLAND - NATIONAL LEAGUE,2025-04-21,13:30,Woking,Aldershot, ROUND 44,2.3,3.4,2.8,1.4,2.75,3.0,1.36,1.05,11.0,1.3,3.4,2.0,1.8,1.8,1.95
28,DENMARK - SUPERLIGA,2025-04-21,14:00,Vejle,Silkeborg, RELEGATION GROUP,3.25,3.7,2.05,1.33,3.25,2.63,1.44,1.03,15.0,1.22,4.0,1.7,2.1,1.62,2.2
29,DENMARK - SUPERLIGA,2025-04-21,14:00,Viborg,Lyngby, RELEGATION GROUP,1.7,3.8,4.5,1.33,3.25,2.63,1.44,1.04,13.0,1.22,4.0,1.7,2.1,1.7,2.05
30,SWEDEN - ALLSVENSKAN,2025-04-21,14:00,Djurgarden,GAIS, ROUND 4,1.91,3.5,3.9,1.44,2.63,3.0,1.36,1.06,10.0,1.33,3.25,2.05,1.75,1.91,1.91
31,AUSTRIA - 2. LIGA,2025-04-21,14:30,Liefering,St. Polten, ROUND 25,3.2,3.6,2.0,1.3,3.2,2.5,1.5,1.02,10.0,1.22,4.0,1.67,2.1,1.65,2.1
32,AUSTRIA - 2. LIGA,2025-04-21,14:30,SK Rapid II,Kapfenberg, ROUND 25,2.2,3.4,2.8,1.29,3.3,2.38,1.53,1.01,11.0,1.2,4.33,1.62,2.2,1.55,2.3
33,NORWAY - ELITESERIEN,2025-04-21,14:30,Valerenga,Rosenborg, ROUND 3,2.9,3.6,2.3,1.33,3.25,2.63,1.44,1.03,13.0,1.17,4.33,1.7,2.1,1.57,2.25
34,POLAND - EKSTRAKLASA,2025-04-21,14:45,Jagiellonia,Zaglebie, ROUND 29,1.75,3.8,4.2,1.33,3.25,2.63,1.44,1.04,13.0,1.22,4.0,1.7,2.1,1.7,2.05
35,ITALY - SERIE A,2025-04-21,15:00,Cagliari,Fiorentina, ROUND 33,3.1,3.1,2.45,1.44,2.63,3.4,1.3,1.08,8.0,1.36,3.2,2.2,1.67,1.91,1.91
36,AUSTRIA - 2. LIGA,2025-04-21,15:00,Ried,A. Lustenau, ROUND 25,1.45,4.33,6.0,1.33,3.0,2.63,1.44,1.02,10.0,1.25,3.75,1.8,1.91,1.91,1.8
37,DENMARK - 1ST DIVISION,2025-04-21,15:00,Koge,Hobro, RELEGATION GROUP,3.2,3.5,2.15,1.36,3.0,2.63,1.44,1.04,13.0,1.25,3.75,1.83,2.03,1.62,2.2
38,IRELAND - PREMIER DIVISION,2025-04-21,15:00,Shamrock Rovers,Bohemians, ROUND 11,1.65,3.4,4.75,1.44,2.63,3.25,1.33,1.07,9.0,1.36,3.0,2.15,1.67,2.05,1.7
39,ITALY - SERIE B,2025-04-21,15:00,Brescia,Reggiana, ROUND 34,2.3,3.0,3.4,1.53,2.38,3.5,1.29,1.08,8.0,1.4,2.75,2.3,1.6,1.95,1.8
40,ITALY - SERIE B,2025-04-21,15:00,Cittadella,Salernitana, ROUND 34,3.25,2.88,2.45,1.5,2.5,3.5,1.29,1.08,8.0,1.4,2.75,2.3,1.6,1.95,1.8
41,ITALY - SERIE B,2025-04-21,15:00,Juve Stabia,Sampdoria, ROUND 34,2.35,2.8,3.5,1.53,2.38,3.5,1.29,1.1,7.0,1.44,2.63,2.4,1.53,2.0,1.75
42,ITALY - SERIE B,2025-04-21,15:00,Mantova,Catanzaro, ROUND 34,2.4,3.1,3.0,1.4,2.75,2.75,1.4,1.03,11.0,1.22,3.75,1.87,1.87,1.67,2.1
43,ITALY - SERIE B,2025-04-21,15:00,Palermo,Carrarese, ROUND 34,1.7,3.7,5.0,1.36,3.0,2.63,1.44,1.03,12.0,1.19,4.0,1.8,2.0,1.75,2.0
44,ITALY - SERIE B,2025-04-21,15:00,Sassuolo,Frosinone, ROUND 34,1.73,3.5,4.75,1.36,3.0,2.63,1.44,1.03,13.0,1.22,3.75,1.83,2.03,1.75,2.0
45,ITALY - SERIE B,2025-04-21,15:00,Spezia,Cosenza, ROUND 34,1.4,4.33,8.5,1.36,3.0,2.63,1.44,1.03,13.0,1.22,3.75,1.83,2.03,2.05,1.7
46,SLOVENIA - PRVA LIGA,2025-04-21,15:00,Radomlje,Celje, ROUND 31,5.5,4.33,1.45,1.25,3.6,2.38,1.53,1.03,13.0,1.17,4.5,1.57,2.25,1.67,2.1
47,BULGARIA - PARVA LIGA,2025-04-21,15:30,Septemvri Sofia,Levski Sofia, ROUND 30,7.5,5.25,1.36,1.36,3.0,2.63,1.44,1.04,12.0,1.25,3.75,1.8,2.0,2.2,1.62
48,DENMARK - SUPERLIGA,2025-04-21,16:00,Brondby,Randers FC, CHAMPIONSHIP GROUP,1.7,3.75,4.75,1.33,3.25,2.5,1.5,1.04,13.0,1.2,4.33,1.7,2.1,1.67,2.1
49,DENMARK - 1ST DIVISION,2025-04-21,16:00,Kolding IF,Horsens, PROMOTION GROUP,2.4,3.3,2.9,1.44,2.63,3.0,1.36,1.05,11.0,1.29,3.5,2.0,1.85,1.8,1.91
50,ENGLAND - CHAMPIONSHIP,2025-04-21,16:00,Cardiff,Oxford Utd, ROUND 44,1.85,3.25,4.5,1.5,2.5,3.4,1.3,1.08,8.0,1.4,3.0,2.2,1.67,2.0,1.73
51,ENGLAND - CHAMPIONSHIP,2025-04-21,16:00,Hull,Preston, ROUND 44,1.95,3.25,4.0,1.5,2.5,3.4,1.3,1.08,8.0,1.4,3.0,2.2,1.67,2.0,1.73
52,ENGLAND - CHAMPIONSHIP,2025-04-21,16:00,Leeds,Stoke, ROUND 44,1.27,5.75,11.0,1.33,3.25,2.5,1.5,1.04,13.0,1.22,4.33,1.67,2.2,2.25,1.57
53,ENGLAND - CHAMPIONSHIP,2025-04-21,16:00,Luton,Bristol City, ROUND 44,2.4,3.25,2.9,1.44,2.63,3.4,1.3,1.07,9.0,1.36,3.2,2.2,1.67,1.83,1.83
54,ENGLAND - CHAMPIONSHIP,2025-04-21,16:00,Millwall,Norwich, ROUND 44,2.25,3.4,3.1,1.44,2.63,3.4,1.3,1.07,9.0,1.36,3.2,2.1,1.73,1.83,1.83
55,ENGLAND - CHAMPIONSHIP,2025-04-21,16:00,Plymouth,Coventry, ROUND 44,4.75,3.7,1.73,1.33,3.25,2.63,1.44,1.04,13.0,1.22,4.33,1.73,2.1,1.73,2.0
56,ENGLAND - CHAMPIONSHIP,2025-04-21,16:00,Portsmouth,Watford, ROUND 44,2.0,3.75,3.4,1.44,2.63,3.0,1.36,1.06,10.0,1.33,3.4,2.03,1.83,1.83,1.83
57,ENGLAND - CHAMPIONSHIP,2025-04-21,16:00,QPR,Swansea, ROUND 44,2.5,3.3,2.75,1.5,2.5,3.5,1.29,1.08,8.0,1.4,3.0,2.3,1.62,1.91,1.8
58,ENGLAND - CHAMPIONSHIP,2025-04-21,16:00,Sheffield Wed,Middlesbrough, ROUND 44,3.2,3.3,2.2,1.4,2.75,2.75,1.4,1.05,11.0,1.29,3.75,1.93,1.93,1.73,2.0
59,ENGLAND - CHAMPIONSHIP,2025-04-21,16:00,Sunderland,Blackburn, ROUND 44,1.75,3.5,4.75,1.44,2.63,3.25,1.33,1.07,9.0,1.33,3.4,2.1,1.73,1.91,1.8
60,ENGLAND - CHAMPIONSHIP,2025-04-21,16:00,West Brom,Derby, ROUND 44,1.91,3.5,3.8,1.53,2.38,3.5,1.29,1.08,8.0,1.44,2.75,2.38,1.57,2.1,1.67
61,ENGLAND - LEAGUE ONE,2025-04-21,16:00,Barnsley,Peterborough, ROUND 44,2.4,3.4,2.75,1.25,3.75,2.2,1.62,1.02,19.0,1.13,6.0,1.48,2.6,1.4,2.75
62,ENGLAND - LEAGUE ONE,2025-04-21,16:00,Blackpool,Wrexham, ROUND 44,2.63,3.2,2.7,1.4,2.75,3.0,1.36,1.05,11.0,1.29,3.5,2.0,1.85,1.75,2.0
63,ENGLAND - LEAGUE ONE,2025-04-21,16:00,Bristol Rovers,Stevenage, ROUND 44,2.55,3.1,2.88,1.5,2.5,3.4,1.3,1.08,8.0,1.4,2.75,2.25,1.62,1.95,1.8
64,ENGLAND - LEAGUE ONE,2025-04-21,16:00,Burton,Birmingham, ROUND 44,3.9,4.0,1.8,1.4,2.75,2.75,1.4,1.05,11.0,1.29,3.5,1.95,1.9,1.91,1.91
65,ENGLAND - LEAGUE ONE,2025-04-21,16:00,Cambridge Utd,Leyton Orient, ROUND 44,3.6,3.4,2.05,1.4,2.75,2.75,1.4,1.05,11.0,1.25,3.75,1.9,1.95,1.7,2.05
66,ENGLAND - LEAGUE ONE,2025-04-21,16:00,Crawley,Exeter, ROUND 44,2.2,3.7,2.9,1.4,2.75,2.75,1.4,1.04,12.0,1.29,3.5,1.9,1.95,1.75,2.0
67,ENGLAND - LEAGUE ONE,2025-04-21,16:00,Lincoln,Bolton, ROUND 44,3.0,3.3,2.4,1.44,2.63,3.25,1.33,1.07,9.0,1.33,3.25,2.05,1.75,1.8,1.95
68,ENGLAND - LEAGUE ONE,2025-04-21,16:00,Mansfield,Reading, ROUND 44,2.0,3.5,3.4,1.33,3.25,2.63,1.44,1.04,13.0,1.22,4.0,1.73,2.08,1.62,2.2
69,ENGLAND - LEAGUE ONE,2025-04-21,16:00,Northampton,Shrewsbury, ROUND 44,1.5,4.0,6.5,1.4,2.75,3.0,1.36,1.05,11.0,1.3,3.4,2.03,1.83,2.1,1.67
70,ENGLAND - LEAGUE ONE,2025-04-21,16:00,Stockport County,Huddersfield, ROUND 44,1.73,3.6,5.0,1.44,2.63,3.25,1.33,1.06,10.0,1.33,3.25,2.08,1.73,2.0,1.75
71,ENGLAND - LEAGUE ONE,2025-04-21,16:00,Wigan,Rotherham, ROUND 44,2.3,3.3,3.0,1.53,2.38,3.5,1.29,1.08,8.0,1.44,2.63,2.35,1.57,2.0,1.75
72,ENGLAND - LEAGUE ONE,2025-04-21,16:00,Wycombe,Charlton, ROUND 44,2.0,3.25,3.8,1.5,2.5,3.4,1.3,1.07,9.0,1.36,3.0,2.2,1.65,1.95,1.8
73,ENGLAND - LEAGUE TWO,2025-04-21,16:00,Accrington,Carlisle, ROUND 44,2.3,3.2,3.1,1.44,2.63,3.25,1.33,1.06,10.0,1.33,3.25,2.08,1.73,1.8,1.91
74,ENGLAND - LEAGUE TWO,2025-04-21,16:00,Barrow,Tranmere, ROUND 44,2.2,3.3,3.2,1.5,2.5,3.5,1.29,1.07,9.0,1.4,2.75,2.3,1.6,2.0,1.73
75,ENGLAND - LEAGUE TWO,2025-04-21,16:00,Chesterfield,Bradford City, ROUND 44,2.45,3.25,2.8,1.44,2.63,3.25,1.33,1.06,10.0,1.33,3.25,2.1,1.7,1.83,1.83
76,ENGLAND - LEAGUE TWO,2025-04-21,16:00,Crewe,MK Dons, ROUND 44,2.05,3.4,3.4,1.4,2.75,3.0,1.36,1.06,10.0,1.29,3.5,1.98,1.88,1.73,2.0
77,ENGLAND - LEAGUE TWO,2025-04-21,16:00,Doncaster,Colchester, ROUND 44,1.75,3.6,4.33,1.44,2.63,3.25,1.33,1.06,10.0,1.33,3.25,2.08,1.73,1.91,1.8
78,ENGLAND - LEAGUE TWO,2025-04-21,16:00,Gillingham,AFC Wimbledon, ROUND 44,3.4,3.1,2.2,1.57,2.25,3.75,1.25,1.11,6.5,1.5,2.5,2.5,1.5,2.1,1.67
79,ENGLAND - LEAGUE TWO,2025-04-21,16:00,Harrogate,Fleetwood, ROUND 44,2.63,3.2,2.63,1.5,2.5,3.4,1.3,1.07,9.0,1.4,2.75,2.25,1.62,1.91,1.8
80,ENGLAND - LEAGUE TWO,2025-04-21,16:00,Morecambe,Salford, ROUND 44,3.2,3.3,2.2,1.4,2.75,3.0,1.36,1.05,11.0,1.29,3.5,2.0,1.85,1.8,1.91
81,ENGLAND - LEAGUE TWO,2025-04-21,16:00,Notts Co,Cheltenham, ROUND 44,1.48,4.33,6.25,1.3,3.4,2.5,1.5,1.03,15.0,1.2,4.33,1.65,2.2,1.8,1.91
82,ENGLAND - LEAGUE TWO,2025-04-21,16:00,Port Vale,Grimsby, ROUND 44,1.9,3.3,4.1,1.44,2.63,3.25,1.33,1.07,9.0,1.33,3.25,2.08,1.73,1.83,1.83
83,ENGLAND - LEAGUE TWO,2025-04-21,16:00,Swindon,Bromley, ROUND 44,1.75,3.75,4.2,1.3,3.4,2.5,1.5,1.03,15.0,1.18,4.5,1.65,2.2,1.62,2.2
84,ENGLAND - NATIONAL LEAGUE,2025-04-21,16:00,Braintree,Dag & Red, ROUND 44,2.0,3.5,3.25,1.44,2.63,3.0,1.36,1.06,10.0,1.33,3.25,2.03,1.78,1.91,1.91
85,ENGLAND - NATIONAL LEAGUE,2025-04-21,16:00,Eastleigh,Yeovil, ROUND 44,2.15,3.5,2.8,1.44,2.63,3.25,1.33,1.06,9.5,1.36,3.0,2.1,1.7,1.95,1.8
86,ENGLAND - NATIONAL LEAGUE,2025-04-21,16:00,Ebbsfleet,Southend, ROUND 44,5.75,3.7,1.53,1.33,3.25,2.63,1.44,1.04,13.0,1.2,4.33,1.7,2.1,1.8,1.95
87,ENGLAND - NATIONAL LEAGUE,2025-04-21,16:00,FC Halifax,Altrincham, ROUND 44,2.6,3.3,2.5,1.44,2.63,3.25,1.33,1.06,9.5,1.33,3.25,2.05,1.75,1.8,1.95
88,ENGLAND - NATIONAL LEAGUE,2025-04-21,16:00,Forest Green,Tamworth, ROUND 44,1.85,3.4,3.8,1.4,2.75,2.75,1.4,1.05,11.0,1.29,3.5,1.9,1.9,1.75,2.0
89,ENGLAND - NATIONAL LEAGUE,2025-04-21,16:00,Hartlepool,Gateshead, ROUND 44,2.1,3.8,2.88,1.3,3.4,2.5,1.5,1.03,17.0,1.18,4.5,1.6,2.3,1.57,2.25
90,ENGLAND - NATIONAL LEAGUE,2025-04-21,16:00,Rochdale,AFC Fylde, ROUND 44,1.33,5.0,6.5,1.29,3.5,2.38,1.53,1.03,17.0,1.18,4.5,1.6,2.3,1.91,1.91
91,ENGLAND - NATIONAL LEAGUE,2025-04-21,16:00,Solihull Moors,Boston Utd, ROUND 44,2.25,3.4,2.88,1.4,2.75,3.0,1.36,1.05,11.0,1.29,3.5,1.95,1.85,1.75,2.0
92,ENGLAND - NATIONAL LEAGUE,2025-04-21,16:00,Sutton,Barnet, ROUND 44,5.25,4.0,1.48,1.36,3.0,2.63,1.44,1.04,12.0,1.25,3.75,1.75,2.05,1.95,1.8
93,ENGLAND - NATIONAL LEAGUE,2025-04-21,16:00,Wealdstone,Maidenhead, ROUND 44,2.1,3.7,2.88,1.36,3.0,2.63,1.44,1.04,13.0,1.22,4.0,1.75,2.05,1.67,2.1
94,ENGLAND - NATIONAL LEAGUE,2025-04-21,16:00,York City,Oldham, ROUND 44,1.8,3.6,3.8,1.4,2.75,3.0,1.36,1.05,11.0,1.29,3.5,1.95,1.85,1.8,1.95
95,SWITZERLAND - SUPER LEAGUE,2025-04-21,16:30,Basel,Yverdon, ROUND 33,1.44,5.0,5.75,1.25,3.75,2.2,1.62,1.02,21.0,1.13,6.0,1.44,2.7,1.67,2.1
96,SWITZERLAND - SUPER LEAGUE,2025-04-21,16:30,Lausanne,Lugano, ROUND 33,2.2,3.4,3.2,1.33,3.25,2.63,1.44,1.04,13.0,1.22,4.0,1.75,2.05,1.62,2.2
97,SWITZERLAND - SUPER LEAGUE,2025-04-21,16:30,Servette,Luzern, ROUND 33,1.9,3.7,3.75,1.3,3.4,2.5,1.5,1.03,15.0,1.2,4.33,1.67,2.15,1.57,2.25
98,SWITZERLAND - SUPER LEAGUE,2025-04-21,16:30,St. Gallen,Sion, ROUND 33,1.91,3.6,3.9,1.33,3.25,2.63,1.44,1.04,13.0,1.22,4.0,1.73,2.08,1.62,2.2
99,SWITZERLAND - SUPER LEAGUE,2025-04-21,16:30,Young Boys,Zurich, ROUND 33,1.75,4.0,4.1,1.29,3.5,2.38,1.53,1.03,17.0,1.17,5.0,1.57,2.35,1.57,2.25
100,SWITZERLAND - CHALLENGE LEAGUE,2025-04-21,16:30,Thun,Wil, ROUND 31,1.6,3.8,4.75,1.29,3.3,2.5,1.5,1.01,11.0,1.22,4.0,1.67,2.1,1.65,2.1
101,AUSTRIA - 2. LIGA,2025-04-21,17:00,Amstetten,Admira, ROUND 25,3.8,3.3,1.9,1.38,2.8,2.75,1.4,1.03,9.0,1.3,3.25,1.91,1.8,1.8,1.91
102,AUSTRIA - 2. LIGA,2025-04-21,17:00,ASK Voitsberg,Stripfing, ROUND 25,1.9,3.6,3.4,1.3,3.2,2.63,1.44,1.02,10.0,1.25,3.75,1.73,2.0,1.65,2.1
103,AUSTRIA - 2. LIGA,2025-04-21,17:00,First Vienna,Lafnitz, ROUND 25,1.6,4.0,4.5,1.25,3.6,2.1,1.67,1.02,15.0,1.13,5.25,1.44,2.63,1.53,2.38
104,AUSTRIA - 2. LIGA,2025-04-21,17:00,Sturm Graz II,Horn, ROUND 25,1.85,3.6,3.6,1.29,3.3,2.38,1.53,1.03,12.0,1.18,4.33,1.57,2.25,1.57,2.25
105,NORWAY - ELITESERIEN,2025-04-21,17:00,Bryne,Haugesund, ROUND 3,1.8,3.75,4.1,1.44,2.63,3.25,1.33,1.04,10.0,1.3,3.25,2.08,1.73,1.95,1.8
106,NORWAY - ELITESERIEN,2025-04-21,17:00,Fredrikstad,Sandefjord, ROUND 3,1.95,3.5,3.9,1.44,2.63,3.0,1.36,1.06,10.0,1.33,3.25,2.08,1.73,1.91,1.91
107,NORWAY - ELITESERIEN,2025-04-21,17:00,HamKam,Viking, ROUND 3,3.3,3.7,2.0,1.3,3.4,2.5,1.5,1.03,15.0,1.2,4.33,1.65,2.2,1.57,2.25
108,NORWAY - ELITESERIEN,2025-04-21,17:00,KFUM Oslo,Sarpsborg 08, ROUND 3,2.4,3.3,2.88,1.5,2.5,3.4,1.3,1.07,9.0,1.36,3.0,2.15,1.67,1.95,1.8
109,NORWAY - ELITESERIEN,2025-04-21,17:00,Stromsgodset,Brann, ROUND 3,2.9,3.5,2.3,1.33,3.25,2.5,1.5,1.03,15.0,1.2,4.33,1.67,2.15,1.57,2.25
110,NORWAY - OBOS-LIGAEN,2025-04-21,17:00,Aalesund,Mjondalen, ROUND 3,1.29,5.25,10.0,1.25,3.75,2.2,1.62,1.03,17.0,1.17,5.0,1.57,2.35,1.83,1.83
111,NORWAY - OBOS-LIGAEN,2025-04-21,17:00,Egersund,Skeid, ROUND 3,1.7,3.7,4.75,1.29,3.5,2.38,1.53,1.03,15.0,1.17,5.0,1.57,2.35,1.57,2.25
112,NORWAY - OBOS-LIGAEN,2025-04-21,17:00,Kongsvinger,Moss, ROUND 3,1.9,3.6,3.7,1.33,3.25,2.5,1.5,1.04,13.0,1.2,4.33,1.67,2.15,1.62,2.2
113,NORWAY - OBOS-LIGAEN,2025-04-21,17:00,Odd,Lyn, ROUND 3,2.0,3.6,3.4,1.33,3.25,2.5,1.5,1.04,13.0,1.2,4.33,1.7,2.1,1.57,2.25
114,NORWAY - OBOS-LIGAEN,2025-04-21,17:00,Ranheim,Sogndal, ROUND 3,2.15,3.5,3.1,1.33,3.25,2.5,1.5,1.03,15.0,1.2,4.33,1.67,2.15,1.57,2.25
115,NORWAY - OBOS-LIGAEN,2025-04-21,17:00,Raufoss,Asane, ROUND 3,2.25,3.4,3.0,1.36,3.0,2.75,1.4,1.05,11.0,1.25,3.75,1.9,1.95,1.67,2.1
116,NORWAY - OBOS-LIGAEN,2025-04-21,17:00,Stabaek,Lillestrom, ROUND 3,2.9,3.6,2.2,1.33,3.25,2.5,1.5,1.03,15.0,1.2,4.33,1.7,2.1,1.57,2.25
117,NORWAY - OBOS-LIGAEN,2025-04-21,17:00,Start,Hodd, ROUND 3,1.67,3.6,4.75,1.33,3.25,2.63,1.44,1.04,13.0,1.22,4.0,1.75,2.05,1.67,2.1
118,ROMANIA - SUPERLIGA,2025-04-21,17:00,Petrolul,Gloria Buzau, RELEGATION GROUP,1.73,3.25,5.0,1.57,2.25,3.75,1.25,1.07,7.0,1.47,2.5,2.5,1.5,2.25,1.57
119,ITALY - SERIE B,2025-04-21,17:30,Modena,Cesena, ROUND 34,2.25,3.0,3.5,1.53,2.38,3.5,1.29,1.05,8.0,1.37,2.75,2.35,1.57,2.0,1.75
120,POLAND - EKSTRAKLASA,2025-04-21,17:30,Legia,Lechia Gdansk, ROUND 29,1.5,4.33,5.75,1.29,3.5,2.38,1.53,1.03,17.0,1.18,4.5,1.6,2.3,1.7,2.05
121,SLOVENIA - PRVA LIGA,2025-04-21,17:30,Mura,Maribor, ROUND 31,4.0,3.6,1.75,1.36,2.88,2.75,1.4,1.02,10.0,1.29,3.4,1.91,1.8,1.8,1.91
122,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,2025-04-21,17:55,Al Hilal,Al Shabab, ROUND 29,1.44,5.0,5.0,1.2,4.33,1.98,1.83,1.01,15.0,1.08,7.0,1.33,3.25,1.5,2.5
123,ITALY - SERIE A,2025-04-21,18:00,Genoa,Lazio, ROUND 33,3.4,3.2,2.25,1.5,2.5,3.5,1.29,1.08,8.0,1.44,2.75,2.3,1.62,2.0,1.75
124,BULGARIA - PARVA LIGA,2025-04-21,18:00,CSKA 1948 Sofia,Hebar, ROUND 30,1.44,4.5,7.0,1.36,3.0,2.63,1.44,1.04,12.0,1.25,3.75,1.75,2.05,2.0,1.73
