,League,Date,Time,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,HT_Odd_Over15,HT_Odd_Under15,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No
19,ENGLAND - LEAGUE TWO,2025-03-22,16:00,Gillingham,Walsall,ROUND 38,2.75,3.1,2.6,1.47,2.5,3.5,1.25,1.08,8.0,1.4,2.75,2.3,1.6,1.91,1.8
20,ENGLAND - LEAGUE TWO,2025-03-22,16:00,Grimsby,Newport,ROUND 38,1.44,4.5,6.25,1.3,3.25,2.5,1.47,1.03,15.0,1.22,4.0,1.7,2.1,1.83,1.83
21,ENGLAND - LEAGUE TWO,2025-03-22,16:00,Port Vale,Morecambe,ROUND 38,1.55,4.33,5.0,1.41,2.62,3.25,1.3,1.06,10.0,1.33,3.25,2.05,1.75,2.2,1.62
22,ENGLAND - LEAGUE TWO,2025-03-22,16:00,Swindon,Accrington,ROUND 38,1.9,3.3,4.2,1.37,2.75,3.0,1.33,1.05,11.0,1.29,3.5,1.98,1.88,1.8,1.91
23,ENGLAND - NATIONAL LEAGUE,2025-03-22,16:00,AFC Fylde,Forest Green,ROUND 39,4.2,3.75,1.7,1.33,3.25,2.63,1.44,1.04,13.0,1.22,4.0,1.73,2.08,1.7,2.05
24,ENGLAND - NATIONAL LEAGUE,2025-03-22,16:00,Aldershot,Ebbsfleet,ROUND 39,1.45,4.33,6.25,1.33,3.25,2.5,1.5,1.04,13.0,1.2,4.33,1.67,2.15,1.8,1.95
25,ENGLAND - NATIONAL LEAGUE,2025-03-22,16:00,Braintree,York City,ROUND 39,4.5,3.7,1.73,1.44,2.63,3.25,1.33,1.07,9.0,1.36,3.0,2.1,1.7,2.0,1.75
26,ENGLAND - NATIONAL LEAGUE,2025-03-22,16:00,Eastleigh,Southend,ROUND 39,3.1,3.5,2.1,1.44,2.63,3.4,1.3,1.07,9.0,1.36,3.0,2.15,1.67,1.95,1.8
27,ENGLAND - NATIONAL LEAGUE,2025-03-22,16:00,Gateshead,Tamworth,ROUND 39,1.85,3.75,3.5,1.33,3.25,2.5,1.5,1.03,15.0,1.2,4.33,1.67,2.15,1.62,2.2
28,ENGLAND - NATIONAL LEAGUE,2025-03-22,16:00,Hartlepool,Boston Utd,ROUND 39,1.95,3.7,3.6,1.4,2.75,3.0,1.36,1.06,10.0,1.3,3.4,2.0,1.8,1.91,1.91
29,ENGLAND - NATIONAL LEAGUE,2025-03-22,16:00,Maidenhead,Rochdale,ROUND 39,3.9,3.4,1.9,1.4,2.75,2.75,1.4,1.05,11.0,1.25,3.75,1.9,1.9,1.75,2.0
30,ENGLAND - NATIONAL LEAGUE,2025-03-22,16:00,Oldham,FC Halifax,ROUND 39,2.0,3.4,3.4,1.5,2.5,3.4,1.3,1.07,8.5,1.4,2.75,2.2,1.65,2.0,1.75
31,ENGLAND - NATIONAL LEAGUE,2025-03-22,16:00,Solihull Moors,Yeovil,ROUND 39,1.85,3.5,3.8,1.44,2.63,3.25,1.33,1.07,9.0,1.36,3.0,2.15,1.67,2.0,1.75
32,ENGLAND - NATIONAL LEAGUE,2025-03-22,16:00,Wealdstone,Woking,ROUND 39,2.5,3.1,2.9,1.44,2.63,3.25,1.33,1.07,8.5,1.33,3.25,2.1,1.7,1.8,1.95
33,SCOTLAND - CHAMPIONSHIP,2025-03-22,16:00,Ayr,Hamilton,ROUND 30,1.6,3.7,5.25,1.36,3.0,2.75,1.4,1.05,8.5,1.25,3.75,1.85,2.0,1.83,1.83
34,SCOTLAND - CHAMPIONSHIP,2025-03-22,16:00,Falkirk,Airdrieonians,ROUND 30,1.22,5.5,11.0,1.2,4.33,1.95,1.85,1.01,17.0,1.13,5.5,1.44,2.63,2.0,1.73
35,SCOTLAND - CHAMPIONSHIP,2025-03-22,16:00,Morton,Queen's Park,ROUND 30,2.38,3.0,3.0,1.5,2.5,3.4,1.3,1.07,7.5,1.4,2.75,2.25,1.62,1.91,1.8
36,SPAIN - LALIGA2,2025-03-22,16:15,Elche,Eldense,ROUND 32,1.62,3.6,6.0,1.44,2.63,3.25,1.33,1.07,9.0,1.36,3.0,2.1,1.7,2.1,1.67
37,WORLD - WORLD CHAMPIONSHIP,2025-03-22,17:00,Togo,Mauritania,QUALIFICATION ,1.73,3.25,5.75,1.57,2.25,3.75,1.25,1.11,6.5,1.5,2.5,2.6,1.48,2.5,1.5
38,WORLD - WORLD CHAMPIONSHIP,2025-03-22,18:00,Moldova,Norway,QUALIFICATION,15.0,5.5,1.25,1.33,3.25,2.63,1.44,1.05,11.0,1.22,4.0,1.73,2.08,2.38,1.53
39,WORLD - WORLD CHAMPIONSHIP,2025-03-22,18:00,Montenegro,Gibraltar,QUALIFICATION,1.06,13.0,25.0,1.22,4.0,2.1,1.78,1.01,23.0,1.11,6.5,1.4,2.88,3.5,1.29
40,ENGLAND - NATIONAL LEAGUE,2025-03-22,18:30,Altrincham,Barnet,ROUND 39,4.5,4.0,1.67,1.33,3.25,2.5,1.5,1.03,15.0,1.2,4.33,1.67,2.15,1.7,2.05
41,SPAIN - LALIGA2,2025-03-22,18:30,Malaga,Racing Club Ferrol,ROUND 32,1.8,3.3,4.75,1.57,2.25,3.75,1.25,1.1,7.0,1.5,2.5,2.5,1.5,2.25,1.57
42,SPAIN - LALIGA2,2025-03-22,18:30,Mirandes,Racing Santander,ROUND 32,2.25,3.2,3.4,1.5,2.5,3.4,1.3,1.05,9.0,1.33,3.0,2.2,1.62,1.91,1.8
43,NETHERLANDS - EERSTE DIVISIE,2025-03-22,18:45,De Graafschap,Maastricht,ROUND 31,1.45,4.75,6.0,1.25,3.75,2.1,1.67,1.02,19.0,1.13,6.0,1.44,2.7,1.57,2.25
44,USA - MLS,2025-03-22,19:30,FC Cincinnati,Atlanta Utd,-,1.75,3.8,4.5,1.29,3.5,2.38,1.53,1.03,15.0,1.17,5.0,1.6,2.3,1.57,2.25
45,WORLD - WORLD CHAMPIONSHIP,2025-03-22,20:00,Sudan,Senegal,QUALIFICATION ,10.0,3.9,1.44,1.5,2.5,3.4,1.3,1.08,8.0,1.4,2.75,2.3,1.6,2.5,1.5
46,COLOMBIA - PRIMERA A,2025-03-22,20:00,Chico,Dep. Pasto,APERTURA ,3.0,2.7,3.0,1.67,2.1,4.5,1.18,1.17,5.0,1.67,2.1,3.1,1.36,2.38,1.53
47,URUGUAY - LIGA AUF URUGUAYA,2025-03-22,20:00,Boston River,Racing Montevideo,APERTURA ,2.88,3.1,2.25,1.57,2.25,3.75,1.25,1.1,7.0,1.5,2.5,2.5,1.5,2.2,1.62
48,WORLD - WORLD CHAMPIONSHIP,2025-03-22,20:45,Czech Republic,Faroe Islands,QUALIFICATION,1.11,9.0,23.0,1.22,4.0,2.1,1.67,1.02,21.0,1.13,6.0,1.44,2.7,2.5,1.5
49,WORLD - WORLD CHAMPIONSHIP,2025-03-22,20:45,Israel,Estonia,QUALIFICATION,1.38,4.5,9.0,1.44,2.63,3.25,1.33,1.06,10.0,1.33,3.25,2.1,1.7,2.5,1.5
50,WORLD - WORLD CHAMPIONSHIP,2025-03-22,20:45,Wales,Kazakhstan,QUALIFICATION,1.2,6.25,17.0,1.3,3.4,2.38,1.53,1.03,15.0,1.18,4.5,1.62,2.25,2.38,1.53
51,NETHERLANDS - EERSTE DIVISIE,2025-03-22,21:00,Venlo,Eindhoven FC,ROUND 31,2.35,3.4,2.9,1.36,3.0,2.75,1.4,1.04,12.0,1.25,3.75,1.83,2.03,1.62,2.2
52,SPAIN - LALIGA2,2025-03-22,21:00,Granada CF,R. Oviedo,ROUND 32,2.3,3.0,3.4,1.57,2.25,3.75,1.25,1.07,7.0,1.47,2.5,2.5,1.47,2.2,1.62
53,USA - MLS,2025-03-22,21:30,Minnesota United,Los Angeles Galaxy,-,2.05,3.75,3.3,1.33,3.25,2.63,1.44,1.04,13.0,1.22,4.0,1.73,2.08,1.62,2.2
54,COLOMBIA - PRIMERA A,2025-03-22,22:10,La Equidad,Fortaleza,APERTURA ,2.25,3.3,3.2,1.57,2.25,3.75,1.25,1.1,7.0,1.5,2.5,2.5,1.5,2.2,1.62
55,PARAGUAY - COPA DE PRIMERA,2025-03-22,22:15,General Caballero JLM,Libertad Asuncion,APERTURA ,4.1,3.25,1.83,1.44,2.63,3.25,1.33,1.07,8.5,1.36,3.0,2.15,1.67,1.91,1.8
56,URUGUAY - LIGA AUF URUGUAYA,2025-03-22,23:00,Nacional,Plaza Colonia,APERTURA ,1.33,4.5,9.0,1.4,2.75,2.75,1.4,1.06,10.0,1.29,3.5,1.93,1.93,2.25,1.57
